lat,lon,gateway,gateway_id,gw_lat,gw_lon,rssi,distance_3d,closest_to_gw_distance
16.0745145,108.15309229999998,a840411eebb44150,6,16.0740984,108.15253,-89,76.55489049596716,76.10082498136808
16.074562099999998,108.15315660000002,a840411eebb44150,6,16.0740984,108.15253,-87,85.15392211584846,84.15863885075007
16.074918199999995,108.15307879999996,a840411eebb44150,6,16.0740984,108.15253,-104,109.22619158162324,100.77646017185988
16.074588999999996,108.1521528,a840411eebb44150,6,16.0740984,108.15253,-82,68.96752694711562,65.61354670545578
16.0741059,108.151073,a840411eebb44150,6,16.0740984,108.15253,-111,156.10349825106044,139.00198554531053
16.0742726,108.1515949,a840411eebb44150,6,16.0740984,108.15253,-111,102.80130324110974,99.05191369778396
16.0743797,108.1527195,a840411eebb44150,6,16.0740984,108.15253,-68,38.71176097832274,36.623395640759824
16.0743665,108.1527291,a840411eebb44150,6,16.0740984,108.15253,-76,38.098859671381575,37.26057484852845
16.074506500000002,108.1530816,a840411eebb44150,6,16.0740984,108.15253,-88,75.12028359781023,75.83140021685952
16.074271400000004,108.1532414,a840411eebb44150,6,16.0740984,108.15253,-77,79.24668572506968,80.14418295927473
16.0747703,108.1547918,a840411eebb44150,6,16.0740984,108.15253,-112,253.42730057216147,252.41452205937165
16.0733892,108.14988230000002,a840411eebb44150,6,16.0740984,108.15253,-112,294.0444230508023,294.4872199641673
16.0730756,108.1499009,a840411eebb44150,6,16.0740984,108.15253,-104,303.4097528157943,303.267572349511
16.0731251,108.1498849,a840411eebb44150,6,16.0740984,108.15253,-109,302.9838012690737,303.0395070083182
16.0731415,108.1498744,a840411eebb44150,6,16.0740984,108.15253,-108,303.38621064221843,302.6366366312208
16.073870199999998,108.1495913,a840411eebb44150,6,16.0740984,108.15253,-116,315.3506721900715,313.3036508220652
16.0744039,108.1529402,a840411eebb44150,6,16.0740984,108.15253,-90,56.43745238602556,53.93755559049999
16.0741445,108.15315790000002,a840411eebb44150,6,16.0740984,108.15253,-86,68.26089189942722,63.26953480186136
16.074505600000002,108.15423409999998,a840411eebb44150,6,16.0740984,108.15253,-96,188.18382453900952,189.1504040970148
16.075081,108.1557343,a840411eebb44150,6,16.0740984,108.15253,-114,359.7166733234048,364.4147003057858
16.0743738,108.1538532,a840411eebb44150,6,16.0740984,108.15253,-95,145.287805853556,148.006604296603
16.0741761,108.1531166,a840411eebb44150,6,16.0740984,108.15253,-84,64.306174151818,61.17669430950682
16.0744638,108.1532281,a840411eebb44150,6,16.0740984,108.15253,-69,85.85343268290903,85.09056646498625
16.0748108,108.1530322,a840411eebb44150,6,16.0740984,108.15253,-102,96.36688736802256,91.15989841150032
16.0744898,108.15216809999995,a840411eebb44150,6,16.0740984,108.15253,-84,59.762975027637474,58.88830081114704
16.074249599999998,108.1515415,a840411eebb44150,6,16.0740984,108.15253,-109,107.92714990747425,105.64772258658849
16.074249599999998,108.1515415,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-109,7293.269637710329,7294.149102140283
16.0738757,108.1504386,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-111,7417.876454876629,7457.732213908021
16.0745286,108.14932190000002,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-111,7514.754573706597,7514.408950584086
16.0761068,108.148688,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-108,7539.1012701856225,7543.204349973031
16.0768519,108.14831769999998,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-110,7559.610668237869,7548.5079533494
16.0765492,108.1481952,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-111,7579.618151108646,7559.610651702626
16.076968100000002,108.148406,a84041ffff1ec39f,7,16.091299730870233,108.2174563407898,-108,7547.651485185182,7547.718420188867
16.074356199999997,108.1527052,a840411eebb44150,6,16.0740984,108.15253,-69,35.81089040910397,36.623395640759824
16.074460600000002,108.1530614,a840411eebb44150,6,16.0740984,108.15253,-90,70.39988253375883,65.0730047657929
16.074203900000004,108.153272,a840411eebb44150,6,16.0740984,108.15253,-73,80.96505457424026,78.40782612984474
16.0746575,108.1545667,a840411eebb44150,6,16.0740984,108.15253,-96,226.8526868113913,227.95653178812643
16.0734438,108.1500154,a840411eebb44150,6,16.0740984,108.15253,-110,278.7420522535769,278.6080889558777
16.073440400000003,108.150014,a840411eebb44150,6,16.0740984,108.15253,-109,278.98515593422934,278.3646559722261
